origen,destino,distancia_km,factor_trafico,peso,tipo_ruta
V63_0,V63_2,0.149,1.0,0.149,conexion-vial-cercana
V63_0,V61_0,0.151,1.0,0.151,conexion-vial-cercana
V63_0,V61_1,0.151,1.0,0.151,conexion-vial-cercana
V63_0,V59_0,0.156,1.0,0.156,conexion-vial-cercana
V63_1,V63_0,0.044,1.0,0.044,conexion-vial-cercana
V63_1,V62_2,0.096,1.0,0.096,conexion-vial-cercana
V63_1,V62_0,0.099,1.0,0.099,conexion-vial-cercana
V63_1,V62_1,0.099,1.0,0.099,conexion-vial-cercana
V63_1,V63_2,0.105,1.0,0.105,conexion-vial-cercana
V63_1,V59_0,0.116,1.0,0.116,conexion-vial-cercana
V63_1,V61_2,0.116,1.0,0.116,conexion-vial-cercana
V63_1,V61_0,0.118,1.0,0.118,conexion-vial-cercana
V63_2,V62_2,0.049,1.0,0.049,conexion-vial-cercana
V63_2,V59_0,0.049,1.0,0.049,conexion-vial-cercana
V63_2,V61_2,0.049,1.0,0.049,conexion-vial-cercana
V63_2,V59_1,0.055,1.0,0.055,conexion-vial-cercana
V63_2,V62_0,0.084,1.0,0.084,conexion-vial-cercana
V63_2,V62_1,0.084,1.0,0.084,conexion-vial-cercana
V63_2,V61_0,0.09,1.0,0.09,conexion-vial-cercana
V63_2,V61_1,0.09,1.0,0.09,conexion-vial-cercana
V64_0,V64_1,0.0,1.0,0.0,conexion-vial-cercana
V64_0,V57_0,0.017,1.0,0.017,conexion-vial-cercana
V64_0,V64_2,0.026,1.0,0.026,conexion-vial-cercana
V64_0,V67_0,0.216,1.0,0.216,conexion-vial-cercana
V64_0,V67_1,0.216,1.0,0.216,conexion-vial-cercana
V64_0,V69_0,0.247,1.0,0.247,conexion-vial-cercana
V64_0,V57_1,0.271,1.0,0.271,conexion-vial-cercana
V64_0,V70_0,0.309,1.0,0.309,conexion-vial-cercana
V64_1,V64_0,0.0,1.0,0.0,conexion-vial-cercana
V64_1,V57_0,0.017,1.0,0.017,conexion-vial-cercana
V64_1,V64_2,0.026,1.0,0.026,conexion-vial-cercana
V64_1,V67_0,0.216,1.0,0.216,conexion-vial-cercana
V64_1,V67_1,0.216,1.0,0.216,conexion-vial-cercana
V64_1,V69_0,0.247,1.0,0.247,conexion-vial-cercana
V64_1,V57_1,0.271,1.0,0.271,conexion-vial-cercana
V64_1,V70_0,0.309,1.0,0.309,conexion-vial-cercana
V64_2,V64_0,0.026,1.0,0.026,conexion-vial-cercana
V64_2,V64_1,0.026,1.0,0.026,conexion-vial-cercana
V64_2,V57_0,0.027,1.0,0.027,conexion-vial-cercana
V64_2,V69_0,0.226,1.0,0.226,conexion-vial-cercana
V64_2,V67_0,0.238,1.0,0.238,conexion-vial-cercana
V64_2,V67_1,0.238,1.0,0.238,conexion-vial-cercana
V64_2,V57_1,0.249,1.0,0.249,conexion-vial-cercana
V64_2,V70_0,0.288,1.0,0.288,conexion-vial-cercana
V65_0,V57_2,0.048,1.0,0.048,conexion-vial-cercana
V65_0,V74_0,0.1,1.0,0.1,conexion-vial-cercana
V65_0,V66_1,0.142,1.0,0.142,conexion-vial-cercana
V65_0,V65_1,0.153,1.0,0.153,conexion-vial-cercana
V65_0,V65_2,0.159,1.0,0.159,conexion-vial-cercana
V65_0,V66_0,0.159,1.0,0.159,conexion-vial-cercana
V65_0,V66_2,0.172,1.0,0.172,conexion-vial-cercana
V65_0,V69_1,0.172,1.0,0.172,conexion-vial-cercana
V65_1,V65_2,0.039,1.0,0.039,conexion-vial-cercana
V65_1,V66_0,0.039,1.0,0.039,conexion-vial-cercana
V65_1,V74_0,0.054,1.0,0.054,conexion-vial-cercana
V65_1,V70_1,0.076,1.0,0.076,conexion-vial-cercana
V65_1,V70_0,0.077,1.0,0.077,conexion-vial-cercana
V65_1,V70_2,0.083,1.0,0.083,conexion-vial-cercana
V65_1,V66_1,0.084,1.0,0.084,conexion-vial-cercana
V65_1,V57_1,0.104,1.0,0.104,conexion-vial-cercana
V65_2,V66_0,0.0,1.0,0.0,conexion-vial-cercana
V65_2,V65_1,0.039,1.0,0.039,conexion-vial-cercana
V65_2,V66_1,0.051,1.0,0.051,conexion-vial-cercana
V65_2,V74_0,0.063,1.0,0.063,conexion-vial-cercana
V65_2,V70_1,0.079,1.0,0.079,conexion-vial-cercana
V65_2,V70_2,0.082,1.0,0.082,conexion-vial-cercana
V65_2,V70_0,0.085,1.0,0.085,conexion-vial-cercana
V65_2,V57_2,0.112,1.0,0.112,conexion-vial-cercana
V66_0,V65_2,0.0,1.0,0.0,conexion-vial-cercana
V66_0,V65_1,0.039,1.0,0.039,conexion-vial-cercana
V66_0,V66_1,0.051,1.0,0.051,conexion-vial-cercana
V66_0,V74_0,0.063,1.0,0.063,conexion-vial-cercana
V66_0,V70_1,0.079,1.0,0.079,conexion-vial-cercana
V66_0,V70_2,0.082,1.0,0.082,conexion-vial-cercana
V66_0,V70_0,0.085,1.0,0.085,conexion-vial-cercana
V66_0,V57_2,0.112,1.0,0.112,conexion-vial-cercana
V66_1,V65_2,0.051,1.0,0.051,conexion-vial-cercana
V66_1,V66_0,0.051,1.0,0.051,conexion-vial-cercana
V66_1,V74_0,0.071,1.0,0.071,conexion-vial-cercana
V66_1,V65_1,0.084,1.0,0.084,conexion-vial-cercana
V66_1,V57_2,0.099,1.0,0.099,conexion-vial-cercana
V66_1,V66_2,0.104,1.0,0.104,conexion-vial-cercana
V66_1,V69_1,0.104,1.0,0.104,conexion-vial-cercana
V66_1,V70_1,0.127,1.0,0.127,conexion-vial-cercana
V66_2,V69_1,0.0,1.0,0.0,conexion-vial-cercana
V66_2,V66_1,0.104,1.0,0.104,conexion-vial-cercana
V66_2,V57_2,0.153,1.0,0.153,conexion-vial-cercana
V66_2,V65_2,0.155,1.0,0.155,conexion-vial-cercana
V66_2,V66_0,0.155,1.0,0.155,conexion-vial-cercana
V66_2,V74_0,0.159,1.0,0.159,conexion-vial-cercana
V66_2,V65_0,0.172,1.0,0.172,conexion-vial-cercana
V66_2,V65_1,0.187,1.0,0.187,conexion-vial-cercana
V67_0,V67_1,0.0,1.0,0.0,conexion-vial-cercana
V67_0,V67_2,0.107,1.0,0.107,conexion-vial-cercana
V67_0,V57_0,0.212,1.0,0.212,conexion-vial-cercana
V67_0,V64_0,0.216,1.0,0.216,conexion-vial-cercana
V67_0,V64_1,0.216,1.0,0.216,conexion-vial-cercana
V67_0,V64_2,0.238,1.0,0.238,conexion-vial-cercana
V67_0,V69_0,0.463,1.0,0.463,conexion-vial-cercana
V67_0,V57_1,0.487,1.0,0.487,conexion-vial-cercana
V67_1,V67_0,0.0,1.0,0.0,conexion-vial-cercana
V67_1,V67_2,0.107,1.0,0.107,conexion-vial-cercana
V67_1,V57_0,0.212,1.0,0.212,conexion-vial-cercana
V67_1,V64_0,0.216,1.0,0.216,conexion-vial-cercana
V67_1,V64_1,0.216,1.0,0.216,conexion-vial-cercana
V67_1,V64_2,0.238,1.0,0.238,conexion-vial-cercana
V67_1,V69_0,0.463,1.0,0.463,conexion-vial-cercana
V67_1,V57_1,0.487,1.0,0.487,conexion-vial-cercana
V67_2,V67_0,0.107,1.0,0.107,conexion-vial-cercana
V67_2,V67_1,0.107,1.0,0.107,conexion-vial-cercana
V67_2,V57_0,0.313,1.0,0.313,conexion-vial-cercana
V67_2,V64_0,0.316,1.0,0.316,conexion-vial-cercana
V67_2,V64_1,0.316,1.0,0.316,conexion-vial-cercana
V67_2,V64_2,0.34,1.0,0.34,conexion-vial-cercana
V67_2,V58_2,0.49,1.0,0.49,conexion-vial-cercana
V67_2,V50_0,0.495,1.0,0.495,conexion-vial-cercana
V68_0,V23_2,0.004,1.0,0.004,conexion-vial-cercana
V68_0,V19_0,0.024,1.0,0.024,conexion-vial-cercana
V68_0,V20_1,0.064,1.0,0.064,conexion-vial-cercana
V68_0,V20_0,0.076,1.0,0.076,conexion-vial-cercana
V68_0,V20_2,0.114,1.0,0.114,conexion-vial-cercana
V68_0,V19_1,0.183,1.0,0.183,conexion-vial-cercana
V68_0,V68_1,0.227,1.0,0.227,conexion-vial-cercana
V68_0,V60_2,0.304,1.0,0.304,conexion-vial-cercana
V68_1,V20_2,0.219,1.0,0.219,conexion-vial-cercana
V68_1,V23_2,0.226,1.0,0.226,conexion-vial-cercana
V68_1,V68_0,0.227,1.0,0.227,conexion-vial-cercana
V68_1,V19_1,0.231,1.0,0.231,conexion-vial-cercana
V68_1,V19_0,0.232,1.0,0.232,conexion-vial-cercana
V68_1,V20_1,0.279,1.0,0.279,conexion-vial-cercana
V68_1,V68_2,0.302,1.0,0.302,conexion-vial-cercana
V68_1,V20_0,0.303,1.0,0.303,conexion-vial-cercana
V68_2,V74_2,0.03,1.0,0.03,conexion-vial-cercana
V68_2,V68_1,0.302,1.0,0.302,conexion-vial-cercana
V68_2,V19_1,0.519,1.0,0.519,conexion-vial-cercana
V68_2,V20_2,0.519,1.0,0.519,conexion-vial-cercana
V68_2,V68_0,0.52,1.0,0.52,conexion-vial-cercana
V68_2,V23_2,0.521,1.0,0.521,conexion-vial-cercana
V68_2,V19_0,0.53,1.0,0.53,conexion-vial-cercana
V68_2,V19_2,0.537,1.0,0.537,conexion-vial-cercana
V69_0,V57_1,0.029,1.0,0.029,conexion-vial-cercana
V69_0,V70_0,0.063,1.0,0.063,conexion-vial-cercana
V69_0,V70_1,0.071,1.0,0.071,conexion-vial-cercana
V69_0,V70_2,0.073,1.0,0.073,conexion-vial-cercana
V69_0,V65_1,0.132,1.0,0.132,conexion-vial-cercana
V69_0,V65_2,0.147,1.0,0.147,conexion-vial-cercana
V69_0,V66_0,0.147,1.0,0.147,conexion-vial-cercana
V69_0,V74_0,0.186,1.0,0.186,conexion-vial-cercana
V69_1,V66_2,0.0,1.0,0.0,conexion-vial-cercana
V69_1,V66_1,0.104,1.0,0.104,conexion-vial-cercana
V69_1,V57_2,0.153,1.0,0.153,conexion-vial-cercana
V69_1,V65_2,0.155,1.0,0.155,conexion-vial-cercana
V69_1,V66_0,0.155,1.0,0.155,conexion-vial-cercana
V69_1,V74_0,0.159,1.0,0.159,conexion-vial-cercana
V69_1,V65_0,0.172,1.0,0.172,conexion-vial-cercana
V69_1,V65_1,0.187,1.0,0.187,conexion-vial-cercana
V69_2,V66_2,0.355,1.0,0.355,conexion-vial-cercana
V69_2,V69_1,0.355,1.0,0.355,conexion-vial-cercana
V69_2,V65_0,0.401,1.0,0.401,conexion-vial-cercana
V69_2,V57_2,0.428,1.0,0.428,conexion-vial-cercana
V69_2,V56_0,0.436,1.0,0.436,conexion-vial-cercana
V69_2,V51_2,0.442,1.0,0.442,conexion-vial-cercana
V69_2,V66_1,0.447,1.0,0.447,conexion-vial-cercana
V69_2,V74_0,0.469,1.0,0.469,conexion-vial-cercana
V70_0,V70_1,0.011,1.0,0.011,conexion-vial-cercana
V70_0,V70_2,0.019,1.0,0.019,conexion-vial-cercana
V70_0,V57_1,0.04,1.0,0.04,conexion-vial-cercana
V70_0,V69_0,0.063,1.0,0.063,conexion-vial-cercana
V70_0,V65_1,0.077,1.0,0.077,conexion-vial-cercana
V70_0,V65_2,0.085,1.0,0.085,conexion-vial-cercana
V70_0,V66_0,0.085,1.0,0.085,conexion-vial-cercana
V70_0,V74_0,0.131,1.0,0.131,conexion-vial-cercana
V70_1,V70_2,0.009,1.0,0.009,conexion-vial-cercana
V70_1,V70_0,0.011,1.0,0.011,conexion-vial-cercana
V70_1,V57_1,0.051,1.0,0.051,conexion-vial-cercana
V70_1,V69_0,0.071,1.0,0.071,conexion-vial-cercana
V70_1,V65_1,0.076,1.0,0.076,conexion-vial-cercana
V70_1,V65_2,0.079,1.0,0.079,conexion-vial-cercana
V70_1,V66_0,0.079,1.0,0.079,conexion-vial-cercana
V70_1,V66_1,0.127,1.0,0.127,conexion-vial-cercana
V70_2,V70_1,0.009,1.0,0.009,conexion-vial-cercana
V70_2,V70_0,0.019,1.0,0.019,conexion-vial-cercana
V70_2,V57_1,0.055,1.0,0.055,conexion-vial-cercana
V70_2,V69_0,0.073,1.0,0.073,conexion-vial-cercana
V70_2,V65_2,0.082,1.0,0.082,conexion-vial-cercana
V70_2,V66_0,0.082,1.0,0.082,conexion-vial-cercana
V70_2,V65_1,0.083,1.0,0.083,conexion-vial-cercana
V70_2,V66_1,0.128,1.0,0.128,conexion-vial-cercana
V71_0,V71_1,0.0,1.0,0.0,conexion-vial-cercana
V71_0,V71_2,0.01,1.0,0.01,conexion-vial-cercana
V71_0,V73_2,0.037,1.0,0.037,conexion-vial-cercana
V71_0,V72_2,0.049,1.0,0.049,conexion-vial-cercana
V71_0,V72_0,0.062,1.0,0.062,conexion-vial-cercana
V71_0,V72_1,0.062,1.0,0.062,conexion-vial-cercana
V71_0,V75_1,0.079,1.0,0.079,conexion-vial-cercana
V71_0,V73_1,0.103,1.0,0.103,conexion-vial-cercana
V71_1,V71_0,0.0,1.0,0.0,conexion-vial-cercana
V71_1,V71_2,0.01,1.0,0.01,conexion-vial-cercana
V71_1,V73_2,0.037,1.0,0.037,conexion-vial-cercana
V71_1,V72_2,0.049,1.0,0.049,conexion-vial-cercana
V71_1,V72_0,0.062,1.0,0.062,conexion-vial-cercana
V71_1,V72_1,0.062,1.0,0.062,conexion-vial-cercana
V71_1,V75_1,0.079,1.0,0.079,conexion-vial-cercana
V71_1,V73_1,0.103,1.0,0.103,conexion-vial-cercana
V71_2,V71_0,0.01,1.0,0.01,conexion-vial-cercana
V71_2,V71_1,0.01,1.0,0.01,conexion-vial-cercana
V71_2,V73_2,0.027,1.0,0.027,conexion-vial-cercana
V71_2,V72_2,0.043,1.0,0.043,conexion-vial-cercana
V71_2,V72_0,0.056,1.0,0.056,conexion-vial-cercana
V71_2,V72_1,0.056,1.0,0.056,conexion-vial-cercana
V71_2,V75_1,0.069,1.0,0.069,conexion-vial-cercana
V71_2,V73_1,0.093,1.0,0.093,conexion-vial-cercana
V72_0,V72_1,0.0,1.0,0.0,conexion-vial-cercana
V72_0,V72_2,0.013,1.0,0.013,conexion-vial-cercana
V72_0,V73_2,0.042,1.0,0.042,conexion-vial-cercana
V72_0,V71_2,0.056,1.0,0.056,conexion-vial-cercana
V72_0,V75_0,0.058,1.0,0.058,conexion-vial-cercana
V72_0,V71_0,0.062,1.0,0.062,conexion-vial-cercana
V72_0,V71_1,0.062,1.0,0.062,conexion-vial-cercana
V72_0,V75_1,0.062,1.0,0.062,conexion-vial-cercana
V72_1,V72_0,0.0,1.0,0.0,conexion-vial-cercana
V72_1,V72_2,0.013,1.0,0.013,conexion-vial-cercana
V72_1,V73_2,0.042,1.0,0.042,conexion-vial-cercana
V72_1,V71_2,0.056,1.0,0.056,conexion-vial-cercana
V72_1,V75_0,0.058,1.0,0.058,conexion-vial-cercana
V72_1,V71_0,0.062,1.0,0.062,conexion-vial-cercana
V72_1,V71_1,0.062,1.0,0.062,conexion-vial-cercana
V72_1,V75_1,0.062,1.0,0.062,conexion-vial-cercana
V72_2,V72_0,0.013,1.0,0.013,conexion-vial-cercana
V72_2,V72_1,0.013,1.0,0.013,conexion-vial-cercana
V72_2,V73_2,0.03,1.0,0.03,conexion-vial-cercana
V72_2,V71_2,0.043,1.0,0.043,conexion-vial-cercana
V72_2,V71_0,0.049,1.0,0.049,conexion-vial-cercana
V72_2,V71_1,0.049,1.0,0.049,conexion-vial-cercana
V72_2,V75_1,0.058,1.0,0.058,conexion-vial-cercana
V72_2,V75_0,0.07,1.0,0.07,conexion-vial-cercana
V73_0,V75_2,0.0,1.0,0.0,conexion-vial-cercana
V73_0,V73_1,0.059,1.0,0.059,conexion-vial-cercana
V73_0,V75_1,0.083,1.0,0.083,conexion-vial-cercana
V73_0,V73_2,0.125,1.0,0.125,conexion-vial-cercana
V73_0,V72_2,0.138,1.0,0.138,conexion-vial-cercana
V73_0,V72_0,0.139,1.0,0.139,conexion-vial-cercana
V73_0,V72_1,0.139,1.0,0.139,conexion-vial-cercana
V73_0,V71_2,0.15,1.0,0.15,conexion-vial-cercana
V73_1,V75_1,0.035,1.0,0.035,conexion-vial-cercana
V73_1,V73_0,0.059,1.0,0.059,conexion-vial-cercana
V73_1,V75_2,0.059,1.0,0.059,conexion-vial-cercana
V73_1,V73_2,0.071,1.0,0.071,conexion-vial-cercana
V73_1,V72_2,0.091,1.0,0.091,conexion-vial-cercana
V73_1,V71_2,0.093,1.0,0.093,conexion-vial-cercana
V73_1,V72_0,0.097,1.0,0.097,conexion-vial-cercana
V73_1,V72_1,0.097,1.0,0.097,conexion-vial-cercana
V73_2,V71_2,0.027,1.0,0.027,conexion-vial-cercana
V73_2,V72_2,0.03,1.0,0.03,conexion-vial-cercana
V73_2,V71_0,0.037,1.0,0.037,conexion-vial-cercana
V73_2,V71_1,0.037,1.0,0.037,conexion-vial-cercana
V73_2,V72_0,0.042,1.0,0.042,conexion-vial-cercana
V73_2,V72_1,0.042,1.0,0.042,conexion-vial-cercana
V73_2,V75_1,0.043,1.0,0.043,conexion-vial-cercana
V73_2,V73_1,0.071,1.0,0.071,conexion-vial-cercana
V74_0,V57_2,0.053,1.0,0.053,conexion-vial-cercana
V74_0,V65_1,0.054,1.0,0.054,conexion-vial-cercana
V74_0,V65_2,0.063,1.0,0.063,conexion-vial-cercana
V74_0,V66_0,0.063,1.0,0.063,conexion-vial-cercana
V74_0,V66_1,0.071,1.0,0.071,conexion-vial-cercana
V74_0,V65_0,0.1,1.0,0.1,conexion-vial-cercana
V74_0,V70_1,0.129,1.0,0.129,conexion-vial-cercana
V74_0,V70_0,0.131,1.0,0.131,conexion-vial-cercana
V74_1,V59_2,0.289,1.0,0.289,conexion-vial-cercana
V74_1,V50_2,0.317,1.0,0.317,conexion-vial-cercana
V74_1,V58_0,0.319,1.0,0.319,conexion-vial-cercana
V74_1,V58_1,0.319,1.0,0.319,conexion-vial-cercana
V74_1,V50_0,0.414,1.0,0.414,conexion-vial-cercana
V74_1,V50_1,0.414,1.0,0.414,conexion-vial-cercana
V74_1,V58_2,0.414,1.0,0.414,conexion-vial-cercana
V74_1,V0_0,0.455,1.0,0.455,conexion-vial-cercana
V74_2,V68_2,0.03,1.0,0.03,conexion-vial-cercana
V74_2,V68_1,0.326,1.0,0.326,conexion-vial-cercana
V74_2,V68_0,0.541,1.0,0.541,conexion-vial-cercana
V74_2,V23_2,0.542,1.0,0.542,conexion-vial-cercana
V74_2,V20_2,0.545,1.0,0.545,conexion-vial-cercana
V74_2,V19_1,0.546,1.0,0.546,conexion-vial-cercana
V74_2,V19_0,0.552,1.0,0.552,conexion-vial-cercana
V74_2,V19_2,0.567,1.0,0.567,conexion-vial-cercana
V75_0,V72_0,0.058,1.0,0.058,conexion-vial-cercana
V75_0,V72_1,0.058,1.0,0.058,conexion-vial-cercana
V75_0,V72_2,0.07,1.0,0.07,conexion-vial-cercana
V75_0,V73_2,0.1,1.0,0.1,conexion-vial-cercana
V75_0,V71_2,0.109,1.0,0.109,conexion-vial-cercana
V75_0,V77_0,0.11,1.0,0.11,conexion-vial-cercana
V75_0,V71_0,0.111,1.0,0.111,conexion-vial-cercana
V75_0,V71_1,0.111,1.0,0.111,conexion-vial-cercana
V75_1,V73_1,0.035,1.0,0.035,conexion-vial-cercana
V75_1,V73_2,0.043,1.0,0.043,conexion-vial-cercana
V75_1,V72_2,0.058,1.0,0.058,conexion-vial-cercana
V75_1,V72_0,0.062,1.0,0.062,conexion-vial-cercana
V75_1,V72_1,0.062,1.0,0.062,conexion-vial-cercana
V75_1,V71_2,0.069,1.0,0.069,conexion-vial-cercana
V75_1,V71_0,0.079,1.0,0.079,conexion-vial-cercana
V75_1,V71_1,0.079,1.0,0.079,conexion-vial-cercana
V75_2,V73_0,0.0,1.0,0.0,conexion-vial-cercana
V75_2,V73_1,0.059,1.0,0.059,conexion-vial-cercana
V75_2,V75_1,0.083,1.0,0.083,conexion-vial-cercana
V75_2,V73_2,0.125,1.0,0.125,conexion-vial-cercana
V75_2,V72_2,0.138,1.0,0.138,conexion-vial-cercana
V75_2,V72_0,0.139,1.0,0.139,conexion-vial-cercana
V75_2,V72_1,0.139,1.0,0.139,conexion-vial-cercana
V75_2,V71_2,0.15,1.0,0.15,conexion-vial-cercana
V76_0,V76_1,0.0,1.0,0.0,conexion-vial-cercana
V76_0,V76_2,0.007,1.0,0.007,conexion-vial-cercana
V76_0,V77_0,0.026,1.0,0.026,conexion-vial-cercana
V76_0,V77_1,0.054,1.0,0.054,conexion-vial-cercana
V76_0,V77_2,0.094,1.0,0.094,conexion-vial-cercana
V76_0,V75_0,0.134,1.0,0.134,conexion-vial-cercana
V76_0,V51_1,0.135,1.0,0.135,conexion-vial-cercana
V76_0,V56_1,0.171,1.0,0.171,conexion-vial-cercana
V76_1,V76_0,0.0,1.0,0.0,conexion-vial-cercana
V76_1,V76_2,0.007,1.0,0.007,conexion-vial-cercana
V76_1,V77_0,0.026,1.0,0.026,conexion-vial-cercana
V76_1,V77_1,0.054,1.0,0.054,conexion-vial-cercana
V76_1,V77_2,0.094,1.0,0.094,conexion-vial-cercana
V76_1,V75_0,0.134,1.0,0.134,conexion-vial-cercana
V76_1,V51_1,0.135,1.0,0.135,conexion-vial-cercana
V76_1,V56_1,0.171,1.0,0.171,conexion-vial-cercana
V76_2,V76_0,0.007,1.0,0.007,conexion-vial-cercana
V76_2,V76_1,0.007,1.0,0.007,conexion-vial-cercana
V76_2,V77_0,0.024,1.0,0.024,conexion-vial-cercana
V76_2,V77_1,0.061,1.0,0.061,conexion-vial-cercana
V76_2,V77_2,0.101,1.0,0.101,conexion-vial-cercana
V76_2,V75_0,0.129,1.0,0.129,conexion-vial-cercana
V76_2,V51_1,0.136,1.0,0.136,conexion-vial-cercana
V76_2,V56_1,0.173,1.0,0.173,conexion-vial-cercana
V77_0,V76_2,0.024,1.0,0.024,conexion-vial-cercana
V77_0,V76_0,0.026,1.0,0.026,conexion-vial-cercana
V77_0,V76_1,0.026,1.0,0.026,conexion-vial-cercana
V77_0,V77_1,0.074,1.0,0.074,conexion-vial-cercana
V77_0,V75_0,0.11,1.0,0.11,conexion-vial-cercana
V77_0,V77_2,0.112,1.0,0.112,conexion-vial-cercana
V77_0,V51_1,0.161,1.0,0.161,conexion-vial-cercana
V77_0,V72_0,0.164,1.0,0.164,conexion-vial-cercana
V77_1,V77_2,0.041,1.0,0.041,conexion-vial-cercana
V77_1,V76_0,0.054,1.0,0.054,conexion-vial-cercana
V77_1,V76_1,0.054,1.0,0.054,conexion-vial-cercana
V77_1,V76_2,0.061,1.0,0.061,conexion-vial-cercana
V77_1,V77_0,0.074,1.0,0.074,conexion-vial-cercana
V77_1,V51_1,0.122,1.0,0.122,conexion-vial-cercana
V77_1,V56_1,0.149,1.0,0.149,conexion-vial-cercana
V77_1,V75_0,0.184,1.0,0.184,conexion-vial-cercana
V77_2,V77_1,0.041,1.0,0.041,conexion-vial-cercana
V77_2,V76_0,0.094,1.0,0.094,conexion-vial-cercana
V77_2,V76_1,0.094,1.0,0.094,conexion-vial-cercana
V77_2,V76_2,0.101,1.0,0.101,conexion-vial-cercana
V77_2,V77_0,0.112,1.0,0.112,conexion-vial-cercana
V77_2,V51_1,0.133,1.0,0.133,conexion-vial-cercana
V77_2,V56_1,0.151,1.0,0.151,conexion-vial-cercana
V77_2,V75_0,0.22,1.0,0.22,conexion-vial-cercana
V78_0,V78_1,0.105,1.0,0.105,conexion-vial-cercana
V78_0,V55_2,0.143,1.0,0.143,conexion-vial-cercana
V78_0,V78_2,0.261,1.0,0.261,conexion-vial-cercana
V78_0,V52_1,0.313,1.0,0.313,conexion-vial-cercana
V78_0,V55_1,0.49,1.0,0.49,conexion-vial-cercana
V78_0,V2_0,0.507,1.0,0.507,conexion-vial-cercana
V78_0,V2_1,0.546,1.0,0.546,conexion-vial-cercana
V78_0,V2_2,0.56,1.0,0.56,conexion-vial-cercana
V78_1,V78_0,0.105,1.0,0.105,conexion-vial-cercana
V78_1,V78_2,0.158,1.0,0.158,conexion-vial-cercana
V78_1,V55_2,0.217,1.0,0.217,conexion-vial-cercana
V78_1,V52_1,0.252,1.0,0.252,conexion-vial-cercana
V78_1,V55_1,0.404,1.0,0.404,conexion-vial-cercana
V78_1,V2_0,0.587,1.0,0.587,conexion-vial-cercana
V78_1,V55_0,0.592,1.0,0.592,conexion-vial-cercana
V78_1,V2_2,0.6,1.0,0.6,conexion-vial-cercana
V78_2,V78_1,0.158,1.0,0.158,conexion-vial-cercana
V78_2,V52_1,0.187,1.0,0.187,conexion-vial-cercana
V78_2,V78_0,0.261,1.0,0.261,conexion-vial-cercana
V78_2,V55_1,0.266,1.0,0.266,conexion-vial-cercana
V78_2,V55_2,0.34,1.0,0.34,conexion-vial-cercana
V78_2,V55_0,0.436,1.0,0.436,conexion-vial-cercana
V78_2,V52_2,0.446,1.0,0.446,conexion-vial-cercana
V78_2,V53_0,0.476,1.0,0.476,conexion-vial-cercana
V79_0,V79_1,0.092,1.0,0.092,conexion-vial-cercana
V79_0,V79_2,0.135,1.0,0.135,conexion-vial-cercana
V79_0,V3_0,1.664,1.0,1.664,conexion-vial-cercana
V79_0,V54_0,2.267,1.0,2.267,conexion-vial-cercana
V79_0,V54_1,2.267,1.0,2.267,conexion-vial-cercana
V79_0,V52_0,2.368,1.0,2.368,conexion-vial-cercana
V79_0,V54_2,2.368,1.0,2.368,conexion-vial-cercana
V79_0,V2_0,2.555,1.0,2.555,conexion-vial-cercana
V79_1,V79_2,0.043,1.0,0.043,conexion-vial-cercana
V79_1,V79_0,0.092,1.0,0.092,conexion-vial-cercana
V79_1,V3_0,1.724,1.0,1.724,conexion-vial-cercana
V79_1,V54_0,2.211,1.0,2.211,conexion-vial-cercana
V79_1,V54_1,2.211,1.0,2.211,conexion-vial-cercana
V79_1,V52_0,2.311,1.0,2.311,conexion-vial-cercana
V79_1,V54_2,2.311,1.0,2.311,conexion-vial-cercana
V79_1,V2_0,2.506,1.0,2.506,conexion-vial-cercana
V79_2,V79_1,0.043,1.0,0.043,conexion-vial-cercana
V79_2,V79_0,0.135,1.0,0.135,conexion-vial-cercana
V79_2,V3_0,1.746,1.0,1.746,conexion-vial-cercana
V79_2,V54_0,2.179,1.0,2.179,conexion-vial-cercana
V79_2,V54_1,2.179,1.0,2.179,conexion-vial-cercana
V79_2,V52_0,2.28,1.0,2.28,conexion-vial-cercana
V79_2,V54_2,2.28,1.0,2.28,conexion-vial-cercana
V79_2,V2_0,2.477,1.0,2.477,conexion-vial-cercana
